mauReal,ratings,daily_ratings,reviews,daily_reviews,mes,dia,appId_encoded,category_encoded
2975421.0,245101.0,23.0,138548.0,39.0,1,2,194,0
29605840.0,2544917.0,392.0,1131299.0,210.0,1,1,32,3
29563763.0,2545309.0,504.0,1131509.0,235.0,1,2,32,3
10432652.0,1391576.0,909.0,170012.0,65.0,1,1,39,2
10439950.0,1392485.0,1276.0,170077.0,42.0,1,2,39,2
5880590.0,1242231.0,149.0,584161.0,136.0,1,1,6,1
5872769.0,1242380.0,649.0,584297.0,211.0,1,2,6,1
103561.0,41835.0,7.0,8237.0,2.0,1,1,89,3
102429.0,41834.0,7.0,8239.0,3.0,1,2,89,3
444314.0,176622.0,1.0,18311.0,5.0,1,1,100,3
440686.0,176623.0,3.0,18316.0,0.0,1,2,100,3
76404.0,22252.0,2.0,12705.0,2.0,1,1,117,0
76350.0,22254.0,1.0,12707.0,0.0,1,2,117,0
68700.0,4738.0,1.0,3219.0,0.0,1,1,121,1
68993.0,4739.0,3.0,3219.0,3.0,1,2,121,1
107772.0,8836.0,2.0,3539.0,1.0,1,1,174,5
107663.0,8838.0,2.0,3540.0,0.0,1,2,174,5
721779.0,24028.0,6.0,9239.0,2.0,1,1,109,1
721905.0,24027.0,6.0,9241.0,1.0,1,2,109,1
611692.0,83471.0,125.0,17281.0,16.0,1,1,29,1
613914.0,83596.0,168.0,17297.0,22.0,1,2,29,1
758684.0,223767.0,12.0,28025.0,1.0,1,1,175,4
754293.0,223779.0,39.0,28026.0,4.0,1,2,175,4
1806948.0,141864.0,51.0,43281.0,8.0,1,1,111,4
1806060.0,141915.0,71.0,43289.0,8.0,1,2,111,4
5874.0,11433.0,1.0,7078.0,0.0,1,2,137,3
21926370.0,2113445.0,78.0,954725.0,25.0,1,1,135,1
21817481.0,2113523.0,73.0,954750.0,102.0,1,2,135,1
194478.0,9903.0,0.0,4344.0,1.0,1,1,115,1
194426.0,9903.0,2.0,4343.0,1.0,1,2,115,1
61716.0,3146.0,1.0,851.0,2.0,1,1,152,0
61516.0,3147.0,8.0,853.0,1.0,1,2,152,0
78342.0,11125.0,1.0,6798.0,0.0,1,1,132,1
78600.0,11126.0,2.0,6798.0,1.0,1,2,132,1
107133.0,8363.0,0.0,4708.0,0.0,1,1,7,1
107480.0,8363.0,2.0,4708.0,1.0,1,2,7,1
73394.0,36486.0,0.0,21539.0,2.0,1,1,150,1
73166.0,36486.0,5.0,21541.0,2.0,1,2,150,1
472638.0,97924.0,7.0,27241.0,23.0,1,1,133,4
471668.0,97931.0,46.0,27264.0,58.0,1,2,133,4
4183012.0,523243.0,67.0,101194.0,10.0,1,1,80,4
4170905.0,523310.0,118.0,101204.0,24.0,1,2,80,4
60640.0,10744.0,0.0,4233.0,0.0,1,1,191,4
60380.0,10744.0,0.0,4233.0,0.0,1,2,191,4
196445.0,14156.0,12.0,4356.0,1.0,1,1,33,5
200542.0,14168.0,12.0,4357.0,1.0,1,2,33,5
296839.0,63500.0,5.0,25251.0,0.0,1,1,68,3
297143.0,63505.0,1.0,25249.0,0.0,1,2,68,3
182490.0,89091.0,-1.0,33870.0,-1.0,1,1,134,3
182671.0,89086.0,1.0,33867.0,0.0,1,2,134,3
541837.0,44574.0,5.0,18157.0,5.0,1,1,51,4
541405.0,44579.0,5.0,18162.0,6.0,1,2,51,4
86561.0,7930.0,5.0,3000.0,1.0,1,1,190,4
86721.0,7935.0,15.0,3001.0,5.0,1,2,190,4
504715.0,129973.0,10.0,48639.0,1.0,1,1,26,3
509844.0,129983.0,5.0,48640.0,5.0,1,2,26,3
4878634.0,533663.0,123.0,213386.0,40.0,1,1,179,4
4849513.0,533786.0,318.0,213426.0,42.0,1,2,179,4
678081.0,83679.0,16.0,42077.0,9.0,1,1,98,4
674361.0,83695.0,19.0,42086.0,3.0,1,2,98,4
76160.0,691.0,0.0,401.0,1.0,1,1,141,5
76685.0,691.0,1.0,402.0,0.0,1,2,141,5
167914.0,8244.0,1.0,2906.0,2.0,1,1,50,1
169003.0,8245.0,1.0,2908.0,2.0,1,2,50,1
406438.0,52861.0,34.0,4627.0,7.0,1,1,25,0
408446.0,52895.0,71.0,4634.0,6.0,1,2,25,0
241034.0,43195.0,5.0,4994.0,4.0,1,1,21,3
240923.0,43200.0,18.0,4998.0,1.0,1,2,21,3
107351.0,1458.0,4.0,276.0,2.0,1,1,113,3
104455.0,1462.0,7.0,278.0,2.0,1,2,113,3
140912.0,7942.0,12.0,3336.0,2.0,1,1,73,5
141488.0,7954.0,11.0,3338.0,2.0,1,2,73,5
66299.0,2275.0,16.0,462.0,5.0,1,1,155,1
65190.0,2291.0,26.0,467.0,4.0,1,2,155,1
111971.0,36075.0,2.0,15277.0,2.0,1,1,127,1
111794.0,36077.0,6.0,15279.0,1.0,1,2,127,1
126862.0,2473.0,0.0,1400.0,1.0,1,1,37,5
126899.0,2473.0,2.0,1401.0,5.0,1,2,37,5
136323.0,97353.0,2.0,40769.0,2.0,1,1,168,4
134162.0,97350.0,2.0,40767.0,3.0,1,2,168,4
113831.0,10104.0,0.0,4819.0,0.0,1,1,85,1
113481.0,10104.0,0.0,4819.0,0.0,1,2,85,1
172572.0,159477.0,35.0,104690.0,38.0,1,1,171,0
173630.0,159433.0,33.0,104728.0,50.0,1,2,171,0
158905.0,97735.0,73.0,6464.0,15.0,1,1,136,3
159785.0,97808.0,200.0,6479.0,16.0,1,2,136,3
139100.0,2248.0,2.0,1217.0,1.0,1,1,92,3
139036.0,2250.0,1.0,1218.0,1.0,1,2,92,3
15076.0,2440.0,1.0,312.0,0.0,1,3,161,3
169631.0,139296.0,89.0,14228.0,6.0,1,3,139,4
1150131.0,1475017.0,-33.0,375696.0,-28.0,1,3,96,3
12608881.0,1040856.0,1042.0,319121.0,73.0,1,3,177,3
138718.0,43629.0,4.0,15366.0,1.0,1,3,187,3
171961.0,1033.0,28.0,477.0,3.0,1,3,57,4
417678.0,45738.0,12.0,8856.0,3.0,1,3,128,3
13056.0,1724.0,4.0,506.0,0.0,1,3,143,1
661424.0,42072.0,78.0,18212.0,16.0,1,3,154,1
624882.0,91941.0,75.0,17587.0,25.0,1,3,94,3
1939988.0,187661.0,47.0,70090.0,19.0,1,3,54,4
369308.0,2492.0,8.0,1583.0,4.0,1,3,163,3
17595.0,12724.0,0.0,5829.0,1.0,1,3,87,3
49857.0,1132.0,0.0,694.0,0.0,1,3,43,3
180358.0,7133.0,6.0,3959.0,3.0,1,3,95,1
12176953.0,2619942.0,2244.0,459825.0,171.0,1,3,75,1
79459.0,10040.0,19.0,1149.0,2.0,1,3,114,1
559060.0,74565.0,92.0,29210.0,10.0,1,3,35,3
250894.0,34283.0,3.0,14602.0,1.0,1,3,126,0
28385.0,7610.0,10.0,1309.0,0.0,1,3,24,3
199052.0,67686.0,21.0,17112.0,3.0,1,3,178,1
11496196.0,1931742.0,353.0,688449.0,30.0,1,3,159,4
491627.0,201505.0,95.0,47833.0,7.0,1,3,103,4
737956.0,201037.0,147.0,26405.0,5.0,1,3,108,4
3068529.0,473071.0,2096.0,42036.0,136.0,1,3,76,3
1637714.0,240030.0,62.0,129304.0,45.0,1,3,93,1
41988.0,13221.0,2.0,6917.0,1.0,1,3,42,1
162137.0,41280.0,8.0,21661.0,1.0,1,3,166,1
53000.0,15879.0,0.0,8605.0,1.0,1,3,59,1
5428.0,1478.0,0.0,774.0,0.0,1,3,123,3
146372.0,28786.0,10.0,9146.0,0.0,1,3,83,1
454472.0,74757.0,108.0,29934.0,13.0,1,3,157,1
180397.0,24518.0,7.0,6186.0,0.0,1,3,53,3
36327.0,177370.0,-4.0,40.0,0.0,1,3,74,2
973929.0,339170.0,146.0,59026.0,6.0,1,3,149,3
269600.0,46721.0,7.0,16362.0,4.0,1,3,61,3
63337.0,3860.0,3.0,700.0,1.0,1,3,172,5
34502.0,2652.0,1.0,1213.0,1.0,1,3,79,4
323052.0,110833.0,3.0,27960.0,0.0,1,3,31,2
23592.0,3943.0,2.0,2132.0,0.0,1,3,192,3
77025.0,62744.0,2.0,26406.0,1.0,1,3,4,1
432009.0,155445.0,23.0,47489.0,2.0,1,3,60,4
591615.0,199053.0,25.0,66234.0,2.0,1,3,116,4
9785.0,1306.0,0.0,807.0,0.0,1,3,164,1
1320323.0,554267.0,55.0,136100.0,25.0,1,3,120,3
429780.0,56147.0,24.0,14916.0,10.0,1,3,16,0
791267.0,547357.0,596.0,83622.0,224.0,1,3,9,1
1976842.0,97266.0,49.0,56626.0,72.0,1,3,55,0
33405.0,2961.0,1.0,1242.0,1.0,1,3,176,0
24632651.0,962239.0,309.0,497016.0,145.0,1,3,160,3
5202067.0,802817.0,9.0,278254.0,10.0,1,3,20,2
38694.0,3570.0,0.0,1718.0,0.0,1,3,101,2
15223.0,536.0,0.0,331.0,0.0,1,3,110,5
150264.0,41638.0,9.0,15428.0,0.0,1,3,112,1
1744527.0,202953.0,30.0,73224.0,6.0,1,3,129,4
2069002.0,88752.0,26.0,38587.0,14.0,1,3,67,1
1428261.0,81996.0,32.0,38993.0,21.0,1,3,63,5
171362.0,8472.0,16.0,3165.0,4.0,1,3,40,5
79498.0,2078.0,0.0,266.0,0.0,1,1,88,4
78368.0,2078.0,0.0,266.0,0.0,1,2,88,4
77517.0,2078.0,1.0,266.0,0.0,1,3,88,4
1743608.0,250242.0,260.0,42195.0,26.0,1,3,107,1
237421.0,287867.0,0.0,158753.0,-4.0,1,3,138,1
34444.0,2786.0,1.0,1040.0,1.0,1,3,181,1
822714.0,664084.0,46.0,258044.0,12.0,1,3,156,3
54450.0,2401.0,2.0,1008.0,2.0,1,3,189,3
512110.0,27214.0,17.0,15122.0,15.0,1,3,180,1
287446.0,47533.0,19.0,25378.0,9.0,1,3,90,1
3483803.0,682879.0,605.0,168579.0,55.0,1,3,13,3
10180140.0,893704.0,472.0,359695.0,120.0,1,3,140,0
491739.0,52674.0,21.0,1847.0,2.0,1,3,105,4
141260.0,50416.0,1.0,26729.0,1.0,1,3,36,1
242307.0,74261.0,152.0,15579.0,22.0,1,3,14,1
2982568.0,245124.0,87.0,138587.0,40.0,1,3,194,0
29485494.0,2545813.0,673.0,1131744.0,306.0,1,3,32,3
10432630.0,1393761.0,1297.0,170119.0,51.0,1,3,39,2
5873341.0,1243029.0,1101.0,584508.0,157.0,1,3,6,1
101077.0,41841.0,8.0,8242.0,1.0,1,3,89,3
437964.0,176626.0,2.0,18316.0,1.0,1,3,100,3
76711.0,22255.0,2.0,12707.0,2.0,1,3,117,0
68942.0,4742.0,1.0,3222.0,2.0,1,3,121,1
107158.0,8840.0,1.0,3540.0,0.0,1,3,174,5
721070.0,24033.0,4.0,9242.0,4.0,1,3,109,1
615947.0,83764.0,214.0,17319.0,17.0,1,3,29,1
750260.0,223818.0,58.0,28030.0,7.0,1,3,175,4
1802565.0,141986.0,119.0,43297.0,9.0,1,3,111,4
21835867.0,2113596.0,389.0,954852.0,56.0,1,3,135,1
194646.0,9905.0,2.0,4344.0,1.0,1,3,115,1
61372.0,3155.0,11.0,854.0,0.0,1,3,152,0
78602.0,11128.0,3.0,6799.0,1.0,1,3,132,1
107974.0,8365.0,1.0,4709.0,3.0,1,3,7,1
73002.0,36491.0,1.0,21543.0,3.0,1,3,150,1
468427.0,97977.0,136.0,27322.0,25.0,1,3,133,4
4161649.0,523428.0,210.0,101228.0,12.0,1,3,80,4
60107.0,10744.0,2.0,4233.0,0.0,1,3,191,4
203730.0,14180.0,12.0,4358.0,0.0,1,3,33,5
298062.0,63506.0,5.0,25248.0,0.0,1,3,68,3
182528.0,89087.0,-1.0,33867.0,-1.0,1,3,134,3
542294.0,44584.0,14.0,18168.0,4.0,1,3,51,4
87099.0,7950.0,18.0,3006.0,4.0,1,3,190,4
515194.0,129988.0,8.0,48645.0,1.0,1,3,26,3
4833073.0,534104.0,443.0,213468.0,71.0,1,3,179,4
672301.0,83714.0,30.0,42089.0,5.0,1,3,98,4
76906.0,692.0,0.0,402.0,0.0,1,3,141,5
323985.0,11232.0,12.0,5273.0,7.0,1,1,186,1
320982.0,11244.0,13.0,5280.0,8.0,1,2,186,1
319396.0,11257.0,22.0,5288.0,10.0,1,3,186,1
169190.0,8246.0,1.0,2910.0,3.0,1,3,50,1
239948.0,43218.0,29.0,4997.0,3.0,1,3,21,3
411602.0,52966.0,84.0,4640.0,9.0,1,3,25,0
101628.0,1469.0,13.0,280.0,2.0,1,3,113,3
79117.0,1090.0,11.0,713.0,3.0,1,1,34,3
79246.0,1101.0,9.0,716.0,1.0,1,2,34,3
79363.0,1110.0,5.0,717.0,0.0,1,3,34,3
142645.0,7965.0,12.0,3340.0,2.0,1,3,73,5
63591.0,2317.0,42.0,471.0,4.0,1,3,155,1
111412.0,36083.0,1.0,15280.0,8.0,1,3,127,1
126597.0,2475.0,4.0,1406.0,0.0,1,3,37,5
131999.0,97349.0,3.0,40770.0,2.0,1,3,168,4
112958.0,10104.0,0.0,4818.0,0.0,1,3,85,1
161101.0,98008.0,218.0,6495.0,17.0,1,3,136,3
175422.0,159466.0,68.0,104778.0,47.0,1,3,171,0
138718.0,2251.0,3.0,1219.0,0.0,1,3,92,3
1347755.0,278248.0,304.0,139940.0,14.0,1,3,44,1
3634208.0,225037.0,937.0,82276.0,49.0,1,3,46,1
1934895.0,198065.0,553.0,79683.0,22.0,1,3,131,1
19035216.0,3503094.0,3022.0,952642.0,252.0,1,3,69,1
34554.0,8328.0,0.0,4351.0,1.0,1,3,125,1
891649.0,180281.0,193.0,56245.0,8.0,1,3,19,1
186053.0,15488.0,93.0,3326.0,13.0,1,3,144,1
5870270.0,1037799.0,923.0,182435.0,119.0,1,3,41,1
683553.0,145590.0,106.0,46044.0,10.0,1,3,58,1
7022758.0,812892.0,1889.0,316697.0,74.0,1,3,106,1
531428.0,80378.0,223.0,20990.0,34.0,1,3,45,1
43688.0,24366.0,6.0,9102.0,2.0,1,3,81,1
6905502.0,61409.0,227.0,18283.0,58.0,1,3,27,1
14948.0,2441.0,1.0,312.0,0.0,1,4,161,3
169715.0,139385.0,93.0,14234.0,4.0,1,4,139,4
898063.0,1474994.0,-33.0,375675.0,-27.0,1,4,96,3
12624064.0,1041898.0,802.0,319194.0,48.0,1,4,177,3
138294.0,43633.0,12.0,15367.0,3.0,1,4,187,3
173051.0,1061.0,24.0,480.0,4.0,1,4,57,4
418125.0,45750.0,14.0,8859.0,2.0,1,4,128,3
12975.0,1728.0,3.0,506.0,3.0,1,4,143,1
661221.0,42150.0,50.0,18228.0,16.0,1,4,154,1
636764.0,92016.0,63.0,17612.0,12.0,1,4,94,3
1923462.0,187708.0,33.0,70109.0,17.0,1,4,54,4
369189.0,2500.0,8.0,1587.0,2.0,1,4,163,3
181242.0,7139.0,3.0,3962.0,1.0,1,4,95,1
50268.0,1132.0,0.0,694.0,0.0,1,4,43,3
12198120.0,2622186.0,2240.0,459996.0,166.0,1,4,75,1
79323.0,10059.0,21.0,1151.0,2.0,1,4,114,1
564274.0,74657.0,78.0,29220.0,16.0,1,4,35,3
250645.0,34286.0,6.0,14603.0,3.0,1,4,126,0
28501.0,7620.0,1.0,1309.0,0.0,1,4,24,3
199690.0,67707.0,15.0,17115.0,3.0,1,4,178,1
11527448.0,1932095.0,373.0,688479.0,5.0,1,4,159,4
493314.0,201600.0,89.0,47840.0,10.0,1,4,103,4
739392.0,201184.0,146.0,26410.0,14.0,1,4,108,4
3142191.0,475167.0,2049.0,42172.0,145.0,1,4,76,3
1640224.0,240092.0,78.0,129349.0,20.0,1,4,93,1
41956.0,13223.0,0.0,6918.0,2.0,1,4,42,1
162188.0,41288.0,5.0,21662.0,4.0,1,4,166,1
52866.0,15879.0,4.0,8606.0,0.0,1,4,59,1
5449.0,1478.0,0.0,774.0,0.0,1,4,123,3
146781.0,28796.0,14.0,9146.0,1.0,1,4,83,1
453862.0,74865.0,117.0,29947.0,10.0,1,4,157,1
181299.0,24525.0,8.0,6186.0,0.0,1,4,53,3
36140.0,177364.0,-4.0,40.0,0.0,1,4,74,2
979438.0,339316.0,165.0,59032.0,13.0,1,4,149,3
271176.0,46728.0,3.0,16366.0,3.0,1,4,61,3
63450.0,3863.0,3.0,701.0,1.0,1,4,172,5
34465.0,2653.0,0.0,1214.0,0.0,1,4,79,4
322247.0,110836.0,0.0,27960.0,1.0,1,4,31,2
23616.0,3942.0,2.0,2132.0,0.0,1,4,192,3
76756.0,62746.0,-1.0,26407.0,0.0,1,4,4,1
431627.0,155468.0,10.0,47491.0,2.0,1,4,60,4
591544.0,199078.0,37.0,66236.0,0.0,1,4,116,4
9825.0,1306.0,0.0,807.0,0.0,1,4,164,1
1317850.0,554322.0,62.0,136125.0,29.0,1,4,120,3
432816.0,56171.0,34.0,14926.0,5.0,1,4,16,0
789871.0,547953.0,590.0,83846.0,269.0,1,4,9,1
1976951.0,97315.0,100.0,56698.0,36.0,1,4,55,0
33298.0,2962.0,1.0,1243.0,0.0,1,4,176,0
5189127.0,802826.0,15.0,278264.0,1.0,1,4,20,2
24546960.0,962548.0,368.0,497161.0,145.0,1,4,160,3
